Employee ID,Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure (In Months),Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition,event_timestamp
34647,47,Male,9,Finance,8853,Good,Low,Average,2,No,93.0,Associate Degree,Married,0,Mid,Medium,19.0,No,No,Yes,Good,Low,Stayed,2026-07-29 14:25:14.391678
52064,22,Male,4,Healthcare,8187,Fair,High,High,0,No,57.0,Associate Degree,Married,3,Mid,Large,8.0,No,No,No,Good,Medium,Stayed,2026-07-29 14:25:14.391678
38330,20,Male,6,Finance,10157,Good,Very High,Below Average,1,No,88.0,High School,Single,0,Entry,Medium,68.0,No,No,No,Good,Medium,Left,2026-07-29 14:25:14.391678
32812,48,Male,4,Media,6151,Good,High,Average,0,No,6.0,Associate Degree,Single,0,Mid,Small,47.0,No,No,No,Poor,Low,Stayed,2026-07-29 14:25:14.391678
48164,25,Male,11,Technology,8170,Fair,High,Below Average,0,No,93.0,Bachelor's Degree,Married,3,Mid,Large,18.0,No,No,No,Excellent,Medium,Stayed,2026-07-29 14:25:14.391678
67841,45,Female,12,Media,6525,Fair,High,Average,0,No,16.0,Bachelor's Degree,Married,3,Mid,Medium,59.0,No,No,No,Good,High,Left,2026-07-29 14:25:14.391678
55358,32,Male,21,Healthcare,8403,Good,Low,Average,1,Yes,2.0,High School,Single,0,Entry,Small,69.0,No,No,No,Fair,Low,Left,2026-07-29 14:25:14.391678
34244,51,Female,18,Technology,9023,Fair,High,Average,0,No,28.0,Associate Degree,Married,0,Mid,Medium,20.0,No,No,No,Good,Low,Stayed,2026-07-29 14:25:14.391678
5322,49,Male,10,Technology,9733,Fair,High,Average,0,No,48.0,Associate Degree,Married,2,Mid,Medium,78.0,No,Yes,No,Fair,Low,Left,2026-07-29 14:25:14.391678
71668,38,Female,2,Technology,9630,Good,High,Average,0,No,15.0,Bachelor's Degree,Married,0,Entry,Medium,11.0,No,No,No,Good,Low,Left,2026-07-29 14:25:14.391678
10,28,Male,16,Technology,11600,Good,Medium,High,0,No,33.0,Bachelor's Degree,Divorced,0,Entry,Medium,79.0,No,No,No,Excellent,High,Left,2026-07-29 14:25:14.391678
44944,59,Male,7,Education,3802,Fair,High,Below Average,1,No,90.0,Bachelor's Degree,Single,2,Mid,Small,76.0,No,No,No,Good,Medium,Left,2026-07-29 14:25:14.391678
13572,56,Male,44,Technology,8547,Good,High,Average,1,No,34.0,Associate Degree,Single,0,Mid,Large,119.0,No,No,No,Excellent,Very High,Left,2026-07-29 14:25:14.391678
52583,55,Male,6,Education,5559,Good,High,Average,2,Yes,36.0,Master's Degree,Married,3,Senior,Small,14.0,No,No,No,Fair,High,Stayed,2026-07-29 14:25:14.391678
33168,49,Female,40,Education,4172,Excellent,Low,Average,1,No,67.0,Master's Degree,Divorced,0,Mid,Medium,95.0,Yes,No,No,Good,Low,Left,2026-07-29 14:25:14.391678
61554,48,Female,21,Healthcare,7069,Good,Low,High,0,No,16.0,Associate Degree,Single,1,Entry,Medium,99.0,No,No,No,Poor,High,Left,2026-07-29 14:25:14.391678
54283,47,Male,5,Education,4046,Good,High,Average,2,No,54.0,Bachelor's Degree,Married,6,Entry,Medium,65.0,No,No,Yes,Fair,Low,Stayed,2026-07-29 14:25:14.391678
60768,27,Female,6,Technology,10175,Fair,High,Average,1,No,98.0,Associate Degree,Divorced,3,Entry,Large,29.0,No,No,No,Fair,Medium,Left,2026-07-29 14:25:14.391678
9295,27,Female,9,Finance,7856,Good,High,Average,0,No,18.0,Bachelor's Degree,Divorced,3,Senior,Medium,75.0,No,No,No,Fair,High,Stayed,2026-07-29 14:25:14.391678
66613,19,Male,11,Healthcare,8400,Good,Very High,Average,1,Yes,46.0,Associate Degree,Married,1,Entry,Large,34.0,No,No,No,Poor,Medium,Left,2026-07-29 14:25:14.391678
22071,47,Female,13,Finance,12059,Fair,Medium,Average,0,No,31.0,High School,Married,0,Mid,Medium,57.0,No,Yes,Yes,Good,Low,Left,2026-07-29 14:25:14.391678
31791,32,Male,8,Media,6176,Fair,High,Average,0,No,88.0,Associate Degree,Married,4,Entry,Small,37.0,No,No,No,Good,High,Stayed,2026-07-29 14:25:14.391678
22121,19,Female,8,Healthcare,7421,Fair,High,Average,0,No,41.0,Master's Degree,Married,1,Entry,Large,36.0,No,No,No,Good,Low,Left,2026-07-29 14:25:14.391678
53987,45,Female,5,Media,5810,Good,Medium,Average,0,No,49.0,Associate Degree,Divorced,2,Senior,Medium,7.0,No,No,Yes,Excellent,Low,Stayed,2026-07-29 14:25:14.391678
41461,55,Female,11,Education,3919,Excellent,High,Below Average,0,No,92.0,High School,Married,4,Senior,Small,30.0,No,No,Yes,Poor,Medium,Stayed,2026-07-29 14:25:14.391678
31078,22,Female,3,Technology,9330,Excellent,Low,High,0,No,4.0,Associate Degree,Single,2,Entry,Medium,35.0,No,Yes,No,Good,Medium,Left,2026-07-29 14:25:14.391678
24517,45,Male,29,Finance,10723,Fair,High,Average,0,No,17.0,Master's Degree,Married,3,Entry,Medium,47.0,No,No,No,Fair,Medium,Left,2026-07-29 14:25:14.391678
12452,59,Male,10,Media,6262,Poor,Medium,Average,1,No,25.0,Associate Degree,Single,0,Mid,Medium,67.0,Yes,No,No,Good,Low,Stayed,2026-07-29 14:25:14.391678
26580,23,Male,8,Healthcare,8996,Excellent,Very High,High,0,No,79.0,Master's Degree,Single,1,Mid,Medium,56.0,No,No,Yes,Good,Low,Stayed,2026-07-29 14:25:14.391678
16392,42,Male,9,Technology,10079,Excellent,Medium,High,0,No,59.0,Associate Degree,Married,3,Entry,Medium,64.0,No,No,No,Poor,Low,Stayed,2026-07-29 14:25:14.391678
21204,40,Female,28,Media,4876,Fair,Very High,High,0,Yes,62.0,Master's Degree,Married,4,Entry,Small,72.0,Yes,No,No,Good,Low,Stayed,2026-07-29 14:25:14.391678
49082,44,Male,12,Technology,9779,Fair,Medium,Below Average,1,Yes,14.0,High School,Single,1,Entry,Large,77.0,No,No,No,Good,Low,Left,2026-07-29 14:25:14.391678
32120,40,Male,15,Education,4817,Fair,Low,Below Average,0,No,35.0,Bachelor's Degree,Married,0,Entry,Small,28.0,No,No,No,Fair,Medium,Stayed,2026-07-29 14:25:14.391678
37416,37,Female,13,Education,4741,Fair,Very High,Below Average,0,Yes,42.0,Bachelor's Degree,Divorced,0,Senior,Medium,84.0,No,No,No,Good,Low,Stayed,2026-07-29 14:25:14.391678
29767,25,Male,7,Healthcare,8641,Excellent,Very High,Average,0,Yes,9.0,High School,Married,2,Entry,Small,76.0,No,No,No,Good,High,Stayed,2026-07-29 14:25:14.391678
73472,57,Male,30,Technology,9071,Good,High,Average,0,Yes,20.0,Bachelor's Degree,Single,0,Senior,Small,32.0,Yes,No,Yes,Good,Medium,Stayed,2026-07-29 14:25:14.391678
64406,24,Female,8,Finance,8768,Poor,Medium,Average,3,No,71.0,Master's Degree,Married,4,Senior,Large,31.0,No,No,No,Poor,Medium,Stayed,2026-07-29 14:25:14.391678
59145,25,Male,17,Media,6334,Fair,High,Below Average,2,No,93.0,Bachelor's Degree,Married,0,Senior,Large,50.0,No,Yes,No,Poor,Low,Stayed,2026-07-29 14:25:14.391678
1963,53,Male,39,Finance,9176,Good,High,High,2,Yes,37.0,Master's Degree,Single,4,Senior,Large,112.0,No,No,No,Poor,Medium,Stayed,2026-07-29 14:25:14.391678
38223,43,Male,32,Technology,9245,Good,High,Average,2,No,47.0,Associate Degree,Single,2,Senior,Large,35.0,No,No,No,Excellent,High,Left,2026-07-29 14:25:14.391678
31854,49,Female,28,Healthcare,7474,Good,High,Average,1,No,65.0,High School,Married,0,Mid,Medium,76.0,Yes,No,No,Poor,Medium,Stayed,2026-07-29 14:25:14.391678
10965,35,Male,10,Healthcare,9092,Good,High,Below Average,0,No,78.0,Associate Degree,Single,1,Mid,Small,72.0,No,No,No,Poor,Medium,Left,2026-07-29 14:25:14.391678
18619,36,Male,16,Media,6040,Excellent,High,High,1,No,80.0,Master's Degree,Single,4,Mid,Small,26.0,No,No,No,Good,High,Stayed,2026-07-29 14:25:14.391678
20517,25,Male,2,Media,6416,Fair,High,Average,3,No,51.0,Bachelor's Degree,Single,1,Entry,Small,38.0,No,No,No,Fair,Low,Left,2026-07-29 14:25:14.391678
42336,32,Female,24,Media,6513,Good,Low,Average,0,No,18.0,Associate Degree,Married,0,Senior,Medium,47.0,No,No,No,Excellent,Medium,Stayed,2026-07-29 14:25:14.391678
12701,50,Male,25,Education,3929,Good,High,Average,1,Yes,27.0,Associate Degree,Married,0,Entry,Medium,67.0,Yes,No,No,Fair,Low,Stayed,2026-07-29 14:25:14.391678
31941,55,Male,38,Healthcare,8508,Fair,Very High,Average,0,Yes,38.0,High School,Married,0,Mid,Large,57.0,No,No,No,Good,High,Left,2026-07-29 14:25:14.391678
53347,50,Female,4,Healthcare,6702,Good,Low,High,0,No,30.0,Master's Degree,Married,2,Entry,Large,6.0,No,No,Yes,Excellent,Low,Stayed,2026-07-29 14:25:14.391678
16782,54,Female,33,Technology,10483,Fair,Low,Average,1,No,9.0,High School,Married,0,Entry,Medium,90.0,Yes,No,No,Good,High,Stayed,2026-07-29 14:25:14.391678
29677,47,Male,18,Finance,8138,Poor,Very High,Average,0,No,72.0,Bachelor's Degree,Married,0,Mid,Medium,66.0,Yes,No,Yes,Poor,Low,Stayed,2026-07-29 14:25:14.391678
72403,27,Male,3,Education,4327,Fair,High,Average,0,No,43.0,Bachelor's Degree,Married,1,Senior,Medium,75.0,No,No,No,Poor,High,Left,2026-07-29 14:25:14.391678
23393,33,Female,24,Finance,9435,Fair,Medium,Average,4,No,80.0,Master's Degree,Married,3,Senior,Small,100.0,No,No,No,Good,High,Stayed,2026-07-29 14:25:14.391678
14659,56,Female,11,Finance,8460,Good,High,Average,3,No,79.0,High School,Married,0,Mid,Medium,33.0,No,No,No,Good,Low,Stayed,2026-07-29 14:25:14.391678
73577,41,Female,25,Technology,10066,Poor,Low,Low,0,Yes,62.0,High School,Single,2,Mid,Large,52.0,No,No,No,Poor,Medium,Left,2026-07-29 14:25:14.391678
51194,54,Female,23,Healthcare,7741,Poor,High,Average,0,Yes,78.0,Master's Degree,Married,4,Entry,Medium,24.0,No,No,No,Good,Medium,Stayed,2026-07-29 14:25:14.391678
27695,53,Female,35,Technology,12402,Good,High,High,1,No,38.0,Associate Degree,Single,1,Entry,Small,95.0,No,No,No,Good,Medium,Left,2026-07-29 14:25:14.391678
11575,57,Female,16,Media,6257,Poor,Medium,Low,1,Yes,21.0,Associate Degree,Married,3,Entry,Medium,76.0,No,No,No,Fair,Low,Left,2026-07-29 14:25:14.391678
5458,30,Female,4,Finance,7415,Excellent,High,High,2,No,28.0,PhD,Married,1,Senior,Medium,59.0,Yes,No,No,Fair,Low,Stayed,2026-07-29 14:25:14.391678
1412,22,Male,14,Education,4775,Poor,Medium,Average,0,No,95.0,Associate Degree,Divorced,2,Entry,Small,47.0,No,No,No,Good,High,Left,2026-07-29 14:25:14.391678
2909,57,Female,7,Media,5473,Excellent,Low,Average,0,No,39.0,Associate Degree,Married,3,Senior,Medium,47.0,No,No,No,Fair,Very High,Stayed,2026-07-29 14:25:14.391678
1896,19,Male,2,Media,5900,Good,Medium,Average,1,No,53.0,High School,Single,1,Senior,Medium,5.0,No,No,No,Good,Low,Stayed,2026-07-29 14:25:14.391678
3489,26,Male,4,Finance,9187,Fair,High,Average,0,No,92.0,Bachelor's Degree,Married,2,Entry,Medium,19.0,No,No,No,Poor,High,Left,2026-07-29 14:25:14.391678
5826,38,Male,17,Finance,10612,Good,High,Average,1,Yes,80.0,Master's Degree,Married,4,Mid,Small,72.0,Yes,No,No,Good,Low,Stayed,2026-07-29 14:25:14.391678
73017,57,Male,8,Education,4375,Poor,High,Average,0,No,95.0,Associate Degree,Married,1,Entry,Large,43.0,No,No,Yes,Excellent,High,Left,2026-07-29 14:25:14.391678
14111,32,Female,7,Education,5623,Fair,Medium,Average,0,No,99.0,Bachelor's Degree,Married,1,Mid,Medium,24.0,No,No,No,Excellent,Low,Left,2026-07-29 14:25:14.391678
51588,30,Female,14,Technology,8377,Fair,Very High,Average,0,No,25.0,PhD,Single,3,Senior,Medium,38.0,No,No,No,Fair,Low,Stayed,2026-07-29 14:25:14.391678
22899,32,Male,3,Technology,8793,Fair,High,Average,0,Yes,99.0,Associate Degree,Married,0,Mid,Medium,67.0,No,No,No,Poor,High,Stayed,2026-07-29 14:25:14.391678
43572,27,Female,12,Technology,8927,Poor,Very High,Average,2,No,33.0,Bachelor's Degree,Single,0,Entry,Medium,45.0,No,No,No,Poor,Medium,Left,2026-07-29 14:25:14.391678
53638,48,Male,23,Education,4262,Fair,High,High,2,Yes,17.0,Associate Degree,Single,5,Mid,Small,58.0,Yes,No,Yes,Good,Medium,Stayed,2026-07-29 14:25:14.391678
28783,49,Male,23,Education,4104,Good,High,Average,2,No,57.0,Bachelor's Degree,Single,1,Entry,Small,55.0,Yes,No,No,Good,Low,Left,2026-07-29 14:25:14.391678
20820,54,Female,39,Technology,11474,Excellent,High,Average,0,Yes,4.0,PhD,Married,0,Mid,Large,79.0,No,No,Yes,Poor,High,Stayed,2026-07-29 14:25:14.391678
71066,46,Female,35,Media,6015,Fair,High,Below Average,2,No,24.0,Associate Degree,Married,0,Entry,Large,61.0,No,No,Yes,Good,Very High,Stayed,2026-07-29 14:25:14.391678
46483,30,Female,16,Education,6150,Fair,High,Average,2,Yes,37.0,Associate Degree,Married,1,Senior,Large,79.0,Yes,No,Yes,Fair,Low,Stayed,2026-07-29 14:25:14.391678
43136,54,Female,13,Education,4026,Fair,Very High,Average,1,Yes,38.0,High School,Married,4,Entry,Large,22.0,No,No,No,Poor,Low,Left,2026-07-29 14:25:14.391678
43708,23,Male,8,Healthcare,6993,Fair,High,High,0,Yes,75.0,Associate Degree,Married,0,Senior,Medium,24.0,Yes,No,Yes,Good,Medium,Stayed,2026-07-29 14:25:14.391678
33653,56,Female,7,Media,5914,Excellent,Low,Average,1,No,70.0,Associate Degree,Married,2,Senior,Medium,16.0,No,No,No,Poor,Medium,Stayed,2026-07-29 14:25:14.391678
74383,48,Male,6,Media,6612,Poor,Medium,Average,0,No,76.0,Bachelor's Degree,Divorced,0,Entry,Small,53.0,No,No,No,Fair,Low,Stayed,2026-07-29 14:25:14.391678
40916,29,Female,17,Healthcare,10185,Fair,Very High,Below Average,0,No,44.0,Bachelor's Degree,Married,0,Senior,Large,65.0,No,No,No,Good,Medium,Stayed,2026-07-29 14:25:14.391678
8375,56,Male,13,Healthcare,7960,Excellent,High,High,0,No,58.0,Master's Degree,Single,1,Mid,Small,15.0,No,No,No,Excellent,Very High,Stayed,2026-07-29 14:25:14.391678
12015,20,Male,4,Education,3849,Excellent,Very High,Below Average,1,No,71.0,Associate Degree,Married,1,Entry,Small,51.0,No,No,No,Fair,Very High,Left,2026-07-29 14:25:14.391678
60656,55,Female,2,Finance,8927,Good,High,Average,0,No,35.0,Bachelor's Degree,Married,2,Entry,Large,37.0,Yes,No,No,Good,High,Stayed,2026-07-29 14:25:14.391678
43660,41,Male,26,Finance,7514,Good,High,Average,1,Yes,61.0,High School,Single,1,Entry,Large,46.0,No,No,Yes,Poor,High,Left,2026-07-29 14:25:14.391678
19078,30,Male,2,Healthcare,8126,Fair,Medium,Below Average,0,No,99.0,Bachelor's Degree,Divorced,3,Senior,Medium,35.0,No,No,No,Fair,Low,Stayed,2026-07-29 14:25:14.391678
53731,34,Male,20,Media,5520,Fair,Medium,Average,0,Yes,64.0,High School,Married,4,Senior,Medium,53.0,No,No,No,Good,Medium,Stayed,2026-07-29 14:25:14.391678
45568,48,Female,4,Technology,12147,Fair,Very High,Low,1,No,95.0,Associate Degree,Married,1,Mid,Small,26.0,Yes,No,Yes,Fair,High,Left,2026-07-29 14:25:14.391678
59693,56,Female,7,Finance,3426,Fair,Very High,High,0,Yes,64.0,High School,Single,4,Entry,Small,35.0,No,No,No,Good,Medium,Left,2026-07-29 14:25:14.391678
69868,48,Male,34,Finance,8813,Fair,Very High,Average,0,Yes,49.0,Bachelor's Degree,Divorced,0,Senior,Small,76.0,No,No,No,Good,High,Stayed,2026-07-29 14:25:14.391678
29931,21,Male,12,Healthcare,7892,Good,Medium,Below Average,1,No,43.0,High School,Married,1,Senior,Small,64.0,Yes,No,No,Good,Medium,Stayed,2026-07-29 14:25:14.391678
62219,25,Male,17,Healthcare,6559,Poor,High,Average,4,No,84.0,High School,Divorced,2,Entry,Small,93.0,Yes,No,No,Fair,Medium,Stayed,2026-07-29 14:25:14.391678
45802,55,Female,45,Technology,10453,Good,Low,Average,0,Yes,14.0,PhD,Single,1,Entry,Medium,110.0,No,No,No,Fair,High,Left,2026-07-29 14:25:14.391678
35533,47,Male,19,Technology,8778,Good,Low,Below Average,0,No,72.0,Bachelor's Degree,Divorced,4,Senior,Small,75.0,No,No,No,Good,Medium,Stayed,2026-07-29 14:25:14.391678
44822,18,Female,6,Technology,10990,Fair,High,Average,2,No,73.0,Bachelor's Degree,Married,1,Entry,Small,84.0,No,No,No,Good,High,Left,2026-07-29 14:25:14.391678
51869,22,Female,1,Media,5509,Fair,Medium,Average,0,No,23.0,Associate Degree,Single,0,Mid,Large,9.0,Yes,No,No,Good,Medium,Stayed,2026-07-29 14:25:14.391678
26342,51,Female,32,Finance,8684,Poor,High,High,2,No,79.0,Master's Degree,Married,5,Senior,Small,72.0,No,No,No,Good,Low,Stayed,2026-07-29 14:25:14.391678
54776,21,Female,6,Education,5328,Fair,High,Below Average,4,No,90.0,Associate Degree,Married,2,Entry,Small,74.0,No,No,No,Excellent,Very High,Stayed,2026-07-29 14:25:14.391678
59480,45,Male,24,Healthcare,7090,Fair,High,High,1,No,46.0,Master's Degree,Single,1,Mid,Medium,89.0,No,No,No,Poor,Medium,Left,2026-07-29 14:25:14.391678
62877,45,Male,27,Healthcare,10701,Fair,Medium,Average,2,Yes,46.0,Bachelor's Degree,Married,1,Senior,Medium,35.0,Yes,No,No,Fair,Medium,Stayed,2026-07-29 14:25:14.391678
37004,45,Female,23,Education,5240,Good,Very High,Average,0,No,74.0,Associate Degree,Married,3,Mid,Large,26.0,No,No,No,Good,Low,Stayed,2026-07-29 14:25:14.391678
55538,31,Male,16,Healthcare,9060,Good,Very High,Below Average,1,No,47.0,Bachelor's Degree,Single,2,Entry,Large,57.0,No,No,No,Poor,Medium,Left,2026-07-29 14:25:14.391678
52281,36,Male,16,Media,6365,Good,High,High,0,No,24.0,Associate Degree,Single,1,Entry,Small,62.0,Yes,No,No,Excellent,Medium,Left,2026-07-29 14:25:14.391678
3481,26,Male,16,Education,4475,Excellent,High,Average,0,Yes,36.0,Bachelor's Degree,Married,5,Mid,Small,59.0,No,No,No,Fair,Low,Left,2026-07-29 14:25:14.391678
25982,25,Male,11,Finance,8017,Excellent,High,Low,1,No,50.0,Associate Degree,Divorced,1,Mid,Small,76.0,No,No,Yes,Good,Medium,Stayed,2026-07-29 14:25:14.391678
55931,22,Male,13,Media,6517,Poor,Very High,Average,0,No,74.0,Master's Degree,Single,2,Entry,Large,60.0,No,No,Yes,Poor,Medium,Left,2026-07-29 14:25:14.391678
18265,46,Male,31,Technology,5571,Good,High,Average,0,No,26.0,High School,Married,1,Mid,Medium,62.0,No,No,Yes,Poor,High,Stayed,2026-07-29 14:25:14.391678
17228,43,Male,28,Healthcare,5497,Fair,High,Average,0,No,81.0,High School,Married,2,Entry,Large,55.0,No,No,Yes,Excellent,Low,Stayed,2026-07-29 14:25:14.391678
52951,54,Male,42,Media,6049,Poor,Very High,Average,0,No,30.0,High School,Divorced,2,Mid,Medium,103.0,No,No,Yes,Good,Low,Stayed,2026-07-29 14:25:14.391678
33677,58,Male,18,Healthcare,9640,Good,Medium,High,0,No,86.0,Bachelor's Degree,Married,2,Mid,Medium,82.0,No,No,No,Poor,Medium,Stayed,2026-07-29 14:25:14.391678
56198,41,Male,12,Technology,7356,Excellent,High,Average,1,No,31.0,Bachelor's Degree,Married,0,Mid,Large,33.0,Yes,No,No,Good,High,Stayed,2026-07-29 14:25:14.391678
64051,33,Female,5,Media,6312,Fair,High,Low,2,No,58.0,Bachelor's Degree,Single,1,Entry,Medium,6.0,No,No,No,Good,High,Left,2026-07-29 14:25:14.391678
58817,39,Female,3,Healthcare,7964,Excellent,Very High,Average,0,No,22.0,Master's Degree,Single,1,Senior,Medium,7.0,No,No,No,Excellent,Low,Left,2026-07-29 14:25:14.391678
72079,42,Male,7,Education,3689,Excellent,High,Average,0,Yes,91.0,High School,Single,5,Mid,Medium,10.0,No,No,No,Good,Low,Stayed,2026-07-29 14:25:14.391678
72247,50,Male,3,Finance,11445,Fair,High,Average,0,Yes,53.0,PhD,Married,2,Senior,Medium,47.0,No,No,No,Fair,High,Stayed,2026-07-29 14:25:14.391678
32324,49,Male,13,Technology,6380,Good,High,High,0,No,83.0,Bachelor's Degree,Married,1,Senior,Medium,34.0,Yes,No,Yes,Poor,Medium,Stayed,2026-07-29 14:25:14.391678
66912,53,Male,10,Finance,7105,Poor,High,Below Average,0,Yes,44.0,Associate Degree,Single,3,Mid,Medium,42.0,No,No,No,Poor,Medium,Left,2026-07-29 14:25:14.391678
49688,33,Female,4,Technology,7059,Poor,Medium,Below Average,2,Yes,67.0,High School,Married,0,Senior,Medium,23.0,Yes,No,Yes,Fair,Medium,Stayed,2026-07-29 14:25:14.391678
52770,28,Male,11,Technology,8423,Good,High,High,0,No,7.0,High School,Single,0,Mid,Medium,79.0,No,No,No,Good,Low,Left,2026-07-29 14:25:14.391678
18880,19,Female,11,Technology,8922,Excellent,Medium,Below Average,1,Yes,55.0,High School,Married,4,Mid,Medium,58.0,Yes,No,No,Fair,High,Stayed,2026-07-29 14:25:14.391678
6429,23,Male,14,Healthcare,6778,Poor,High,Average,1,No,64.0,Master's Degree,Divorced,1,Mid,Small,80.0,No,No,Yes,Excellent,Very High,Left,2026-07-29 14:25:14.391678
62089,28,Male,9,Media,6520,Good,High,Low,0,No,72.0,Bachelor's Degree,Single,0,Entry,Large,57.0,No,No,No,Fair,Low,Left,2026-07-29 14:25:14.391678
1005,44,Female,10,Technology,7371,Poor,High,Average,0,Yes,94.0,Associate Degree,Married,2,Entry,Medium,82.0,No,No,No,Good,Low,Left,2026-07-29 14:25:14.391678
40578,40,Female,28,Media,5753,Excellent,High,Average,1,No,41.0,Bachelor's Degree,Married,3,Entry,Medium,100.0,Yes,No,No,Poor,Medium,Left,2026-07-29 14:25:14.391678
69044,36,Male,9,Technology,10182,Good,Low,Average,2,No,39.0,Bachelor's Degree,Single,0,Senior,Medium,82.0,No,No,No,Fair,High,Stayed,2026-07-29 14:25:14.391678
32193,34,Female,16,Media,6878,Fair,High,High,0,Yes,65.0,Master's Degree,Married,4,Senior,Small,63.0,No,No,No,Poor,High,Left,2026-07-29 14:25:14.391678
18211,58,Male,45,Healthcare,6574,Poor,High,Average,0,No,84.0,Master's Degree,Married,1,Senior,Large,101.0,No,No,No,Excellent,Low,Stayed,2026-07-29 14:25:14.391678
353,37,Male,15,Finance,5518,Excellent,High,High,0,Yes,95.0,Bachelor's Degree,Married,3,Senior,Small,85.0,No,No,No,Excellent,High,Stayed,2026-07-29 14:25:14.391678
33727,42,Male,12,Technology,9527,Fair,Low,Average,0,Yes,82.0,Bachelor's Degree,Married,2,Senior,Medium,25.0,No,Yes,No,Good,High,Stayed,2026-07-29 14:25:14.391678
63050,43,Male,3,Finance,11600,Good,Medium,Average,3,No,96.0,High School,Married,1,Mid,Medium,29.0,No,No,No,Good,Low,Stayed,2026-07-29 14:25:14.391678
24051,33,Male,25,Media,5302,Good,High,Below Average,0,Yes,38.0,Bachelor's Degree,Divorced,1,Mid,Large,41.0,No,No,Yes,Poor,Medium,Stayed,2026-07-29 14:25:14.391678
19454,57,Male,22,Technology,10009,Good,Medium,High,3,No,29.0,Bachelor's Degree,Married,0,Mid,Medium,24.0,No,No,No,Good,Medium,Stayed,2026-07-29 14:25:14.391678
55933,28,Male,17,Finance,5790,Good,Very High,Average,1,No,16.0,High School,Married,0,Senior,Medium,89.0,No,No,No,Poor,Low,Stayed,2026-07-29 14:25:14.391678
2013,18,Female,9,Education,4402,Fair,High,High,0,No,91.0,Bachelor's Degree,Single,0,Entry,Medium,70.0,No,No,No,Poor,Low,Left,2026-07-29 14:25:14.391678
71411,45,Male,32,Media,7192,Excellent,Medium,Below Average,2,No,5.0,PhD,Married,1,Mid,Large,62.0,No,No,No,Good,Medium,Stayed,2026-07-29 14:25:14.391678
23610,27,Female,11,Education,4369,Good,Very High,Average,0,No,12.0,High School,Single,5,Mid,Medium,27.0,No,No,Yes,Good,High,Stayed,2026-07-29 14:25:14.391678
9864,38,Female,2,Finance,6038,Fair,High,Average,0,Yes,82.0,Associate Degree,Divorced,1,Entry,Small,24.0,No,No,No,Fair,Low,Left,2026-07-29 14:25:14.391678
68,25,Female,10,Technology,8654,Fair,High,Low,2,No,88.0,Bachelor's Degree,Divorced,3,Mid,Medium,56.0,No,No,No,Fair,Low,Left,2026-07-29 14:25:14.391678
6858,21,Female,11,Finance,7412,Good,High,Average,1,No,25.0,Associate Degree,Single,1,Mid,Medium,75.0,No,No,No,Good,Medium,Stayed,2026-07-29 14:25:14.391678
20202,32,Male,16,Technology,7736,Good,Very High,Below Average,1,Yes,43.0,Associate Degree,Married,1,Entry,Small,33.0,No,No,No,Good,Very High,Left,2026-07-29 14:25:14.391678
66861,47,Male,29,Technology,13209,Fair,Low,Average,2,Yes,43.0,Bachelor's Degree,Divorced,2,Senior,Medium,99.0,No,No,No,Poor,Low,Left,2026-07-29 14:25:14.391678
56586,27,Male,9,Technology,8101,Fair,Very High,Below Average,0,No,72.0,Master's Degree,Single,3,Mid,Medium,43.0,Yes,No,Yes,Good,Low,Stayed,2026-07-29 14:25:14.391678
47690,46,Male,13,Technology,10056,Excellent,Medium,Below Average,0,No,31.0,Bachelor's Degree,Married,0,Mid,Medium,89.0,No,No,No,Good,High,Stayed,2026-07-29 14:25:14.391678
65950,22,Male,5,Education,5129,Good,Very High,Average,0,No,72.0,Master's Degree,Married,4,Entry,Large,50.0,No,No,Yes,Fair,Medium,Left,2026-07-29 14:25:14.391678
54732,36,Male,28,Technology,8265,Excellent,Very High,Average,0,No,41.0,Associate Degree,Married,1,Senior,Medium,86.0,Yes,No,Yes,Fair,High,Stayed,2026-07-29 14:25:14.391678
32988,33,Female,24,Healthcare,9003,Excellent,High,Average,0,No,88.0,Bachelor's Degree,Single,1,Entry,Small,42.0,No,No,No,Good,Medium,Stayed,2026-07-29 14:25:14.391678
38454,38,Male,24,Finance,10028,Fair,High,Below Average,0,No,77.0,Master's Degree,Single,0,Entry,Small,101.0,No,No,No,Good,Low,Left,2026-07-29 14:25:14.391678
28279,37,Male,3,Technology,9285,Good,Medium,Average,1,No,7.0,Master's Degree,Married,5,Entry,Large,14.0,No,No,No,Fair,Low,Stayed,2026-07-29 14:25:14.391678
31387,50,Male,30,Finance,7165,Excellent,Medium,High,0,No,2.0,Bachelor's Degree,Married,2,Mid,Large,32.0,No,No,No,Poor,Low,Stayed,2026-07-29 14:25:14.391678
53830,49,Male,13,Healthcare,9734,Fair,Very High,High,0,No,93.0,Associate Degree,Single,1,Senior,Medium,31.0,No,No,No,Good,Medium,Left,2026-07-29 14:25:14.391678
11355,24,Female,14,Technology,9745,Good,High,Average,1,No,75.0,High School,Married,3,Mid,Medium,90.0,No,No,No,Good,High,Stayed,2026-07-29 14:25:14.391678
